Crime_Type,Severity_Level,Date,Time,Day_of_Week,Month,Year,Time_Slot,City,State,Police_Station_Area,Age_Group_Mostly_Affected,Population_Density,Previous_Crimes_Area,Police_Station_Distance,Patrol_Intensity,Victim_Gender,city_norm,state_norm,expected_lat,expected_lon,dist_to_expected_km,matched_type,Latitude_fixed,Longitude_fixed
Drug Offense,Medium,05-02-2024,14:57,Saturday,10,2022,Afternoon,Kolkata,West Bengal,Central,Adult (36-55),11746,83,4.01,Medium,Female,kolkata,rajasthan,22.5726,88.3639,2324.450574,city_only,22.5726,88.3639
Drug Offense,Critical,28-04-2022,00:56,Tuesday,6,2021,Afternoon,Bangalore,Karnataka,North,Child (0-12),14776,29,6.95,Medium,Other,bangalore,rajasthan,12.9716,77.5946,1248.931175,city_only,12.9716,77.5946
Assault,Critical,13-06-2022,13:00,Wednesday,5,2022,Morning,Jaipur,Rajasthan,North,Young Adult (20-35),13015,7,4.81,High,Other,jaipur,maharashtra,26.9124,75.7873,2217.277281,city_only,26.9124,75.7873
Theft,Low,09-09-2025,09:23,Sunday,11,2021,Afternoon,Chennai,Tamil Nadu,South,Child (0-12),9562,55,10.69,Medium,Female,chennai,maharashtra,13.0827,80.2707,922.4272083,city_only,13.0827,80.2707
Drug Offense,Medium,25-03-2023,04:26,Wednesday,4,2024,Night,Jaipur,Rajasthan,West,Young Adult (20-35),14220,13,9.23,Low,Female,jaipur,maharashtra,26.9124,75.7873,2108.582501,city_only,26.9124,75.7873
Cybercrime,Low,03-05-2025,19:23,Saturday,10,2022,Evening,Pune,Maharashtra,Central,Senior (56+),20466,84,14.08,High,Female,pune,tamil nadu,18.5204,73.8567,933.820538,city_only,18.5204,73.8567
Murder,Medium,17-03-2025,10:03,Monday,4,2025,Evening,Bangalore,Karnataka,East,Child (0-12),17103,57,5.75,High,Female,bangalore,uttar pradesh,12.9716,77.5946,1286.995775,city_only,12.9716,77.5946
Murder,Low,19-09-2022,14:00,Saturday,3,2025,Morning,Chennai,Tamil Nadu,North,Senior (56+),21100,23,18.25,High,Other,chennai,maharashtra,13.0827,80.2707,2068.101054,city_only,13.0827,80.2707
Robbery,Critical,18-01-2024,19:49,Friday,1,2023,Afternoon,Lucknow,Uttar Pradesh,North,Young Adult (20-35),16640,54,13.55,Low,Female,lucknow,telangana,26.8467,80.9462,404.9235952,city_only,26.8467,80.9462
Assault,Low,02-05-2023,23:43,Wednesday,8,2021,Night,Jaipur,Rajasthan,East,Senior (56+),26685,40,11.61,Low,Male,jaipur,west bengal,26.9124,75.7873,768.7794084,city_only,26.9124,75.7873
Burglary,High,17-01-2022,15:13,Wednesday,9,2021,Afternoon,Ahmedabad,Gujarat,South,Young Adult (20-35),18073,30,0.84,High,Other,ahmedabad,karnataka,23.0225,72.5714,1730.2674,city_only,23.0225,72.5714
Cybercrime,Medium,30-09-2022,15:29,Saturday,10,2025,Night,Chennai,Tamil Nadu,North,Child (0-12),19738,72,19.69,Medium,Other,chennai,maharashtra,13.0827,80.2707,489.8425082,city_only,13.0827,80.2707
Fraud,Medium,30-12-2024,23:46,Tuesday,10,2022,Afternoon,Bangalore,Karnataka,East,Senior (56+),21105,71,12.88,High,Female,bangalore,uttar pradesh,12.9716,77.5946,1045.4753,city_only,12.9716,77.5946
Burglary,Critical,28-08-2023,09:26,Sunday,10,2022,Evening,Delhi,Delhi,West,Adult (36-55),5582,68,5.41,Low,Other,delhi,rajasthan,28.6139,77.209,259.2865573,city_only,28.6139,77.209
Assault,Medium,02-05-2024,15:36,Tuesday,10,2025,Afternoon,Kolkata,West Bengal,South,Senior (56+),28800,91,6.23,Medium,Male,kolkata,tamil nadu,22.5726,88.3639,1958.643771,city_only,22.5726,88.3639
Cybercrime,High,18-01-2023,11:32,Tuesday,10,2025,Evening,Lucknow,Uttar Pradesh,South,Teen (13-19),8182,49,13.22,High,Male,lucknow,maharashtra,26.8467,80.9462,1180.902045,city_only,26.8467,80.9462
Murder,Low,29-06-2024,09:11,Tuesday,6,2023,Morning,Hyderabad,Telangana,North,Senior (56+),10906,89,5.35,Medium,Other,hyderabad,rajasthan,17.385,78.4867,1671.901819,city_only,17.385,78.4867
Theft,Low,21-08-2024,05:22,Thursday,12,2025,Afternoon,Pune,Maharashtra,Central,Teen (13-19),15285,63,2.74,High,Female,pune,west bengal,18.5204,73.8567,330.6573536,city_only,18.5204,73.8567
Robbery,Low,31-12-2022,10:29,Thursday,3,2024,Evening,Pune,Maharashtra,West,Senior (56+),16480,73,4.92,Medium,Other,pune,karnataka,18.5204,73.8567,290.072174,city_only,18.5204,73.8567
Drug Offense,High,23-08-2021,09:38,Wednesday,11,2025,Morning,Bangalore,Karnataka,West,Child (0-12),23745,62,7.09,Medium,Male,bangalore,gujarat,12.9716,77.5946,1568.793491,city_only,12.9716,77.5946
Robbery,High,18-12-2022,12:11,Tuesday,11,2024,Evening,Chennai,Tamil Nadu,North,Adult (36-55),24978,77,19.62,Medium,Other,chennai,maharashtra,13.0827,80.2707,2183.368195,city_only,13.0827,80.2707
Murder,Medium,24-08-2023,04:14,Saturday,5,2024,Night,Lucknow,Uttar Pradesh,Central,Teen (13-19),14457,36,3.37,Low,Other,lucknow,delhi,26.8467,80.9462,527.4243483,city_only,26.8467,80.9462
Robbery,High,25-05-2021,03:00,Saturday,2,2023,Evening,Bangalore,Karnataka,East,Adult (36-55),24121,52,7.71,Medium,Other,bangalore,uttar pradesh,12.9716,77.5946,1139.278374,city_only,12.9716,77.5946
Burglary,Low,21-10-2021,09:38,Thursday,6,2022,Morning,Hyderabad,Telangana,North,Teen (13-19),6386,77,14.15,High,Female,hyderabad,gujarat,17.385,78.4867,773.9211883,city_only,17.385,78.4867
Drug Offense,Low,10-08-2022,10:00,Wednesday,1,2024,Morning,Mumbai,Maharashtra,West,Senior (56+),13266,28,5.55,Medium,Other,mumbai,delhi,19.076,72.8777,935.5544998,city_only,19.076,72.8777
Burglary,Critical,04-12-2021,01:53,Monday,9,2021,Morning,Kolkata,West Bengal,South,Young Adult (20-35),20079,91,19.54,Medium,Male,kolkata,gujarat,22.5726,88.3639,955.6076679,city_only,22.5726,88.3639
Murder,Medium,14-08-2021,13:15,Friday,2,2025,Evening,Pune,Maharashtra,North,Adult (36-55),13497,49,11.09,High,Female,pune,maharashtra,18.5204,73.8567,3.911438895,city_state,18.5204,73.8567
Burglary,Critical,25-08-2023,14:08,Friday,9,2025,Evening,Chennai,Tamil Nadu,Central,Teen (13-19),29378,51,19.87,High,Other,chennai,gujarat,13.0827,80.2707,2670.966219,city_only,13.0827,80.2707
Vandalism,High,16-04-2025,00:43,Friday,7,2021,Morning,Pune,Maharashtra,North,Young Adult (20-35),9231,89,19.53,Medium,Other,pune,maharashtra,18.5204,73.8567,5.781612591,city_state,18.5204,73.8567
Cybercrime,Medium,20-12-2021,06:18,Sunday,11,2022,Night,Hyderabad,Telangana,South,Adult (36-55),25627,37,0.27,High,Other,hyderabad,maharashtra,17.385,78.4867,1408.38579,city_only,17.385,78.4867
Fraud,Critical,09-11-2023,12:28,Friday,4,2022,Afternoon,Lucknow,Uttar Pradesh,South,Teen (13-19),25500,48,8.22,High,Female,lucknow,west bengal,26.8467,80.9462,1968.799011,city_only,26.8467,80.9462
Cybercrime,Critical,29-05-2023,20:29,Tuesday,1,2025,Night,Hyderabad,Telangana,Central,Adult (36-55),15553,15,18.68,Low,Female,hyderabad,uttar pradesh,17.385,78.4867,946.4552124,city_only,17.385,78.4867
Robbery,Low,21-09-2023,01:32,Monday,8,2025,Night,Kolkata,West Bengal,North,Young Adult (20-35),22529,22,1.89,High,Female,kolkata,west bengal,22.5726,88.3639,3.948218175,city_state,22.5726,88.3639
Domestic Violence,Medium,16-07-2024,00:53,Saturday,12,2025,Morning,Hyderabad,Telangana,North,Adult (36-55),29770,34,8.93,High,Other,hyderabad,telangana,17.385,78.4867,3.06643254,city_state,17.385,78.4867
Fraud,Medium,10-01-2024,00:30,Friday,11,2021,Evening,Lucknow,Uttar Pradesh,Central,Child (0-12),18537,8,11.13,Medium,Male,lucknow,telangana,26.8467,80.9462,1819.97523,city_only,26.8467,80.9462
Domestic Violence,Low,20-03-2025,05:38,Thursday,10,2023,Night,Jaipur,Rajasthan,West,Senior (56+),18761,90,7.03,Low,Male,jaipur,delhi,26.9124,75.7873,1840.587931,city_only,26.9124,75.7873
Domestic Violence,Low,20-05-2024,14:58,Sunday,10,2025,Evening,Ahmedabad,Gujarat,South,Senior (56+),23213,25,16.68,Low,Male,ahmedabad,uttar pradesh,23.0225,72.5714,2786.967408,city_only,23.0225,72.5714
Cybercrime,Low,03-03-2023,12:14,Thursday,7,2024,Night,Hyderabad,Telangana,Central,Adult (36-55),17561,42,9.96,Low,Male,hyderabad,karnataka,17.385,78.4867,1567.791792,city_only,17.385,78.4867
Vandalism,High,10-02-2024,06:17,Wednesday,8,2025,Night,Jaipur,Rajasthan,North,Adult (36-55),12893,43,12.14,High,Female,jaipur,tamil nadu,26.9124,75.7873,801.2223806,city_only,26.9124,75.7873
Assault,Medium,30-09-2025,07:35,Monday,10,2024,Evening,Pune,Maharashtra,East,Young Adult (20-35),14810,75,2.79,Medium,Male,pune,delhi,18.5204,73.8567,311.5834789,city_only,18.5204,73.8567
Murder,Low,04-06-2021,23:22,Saturday,11,2022,Night,Mumbai,Maharashtra,Central,Child (0-12),8216,53,12.64,Low,Female,mumbai,uttar pradesh,19.076,72.8777,1198.290719,city_only,19.076,72.8777
Drug Offense,High,02-08-2025,07:00,Monday,3,2021,Night,Mumbai,Maharashtra,East,Teen (13-19),13296,82,4.1,Low,Other,mumbai,telangana,19.076,72.8777,1295.732609,city_only,19.076,72.8777
Murder,Medium,06-05-2025,07:27,Thursday,7,2023,Morning,Mumbai,Maharashtra,West,Teen (13-19),13128,46,1.37,Medium,Other,mumbai,telangana,19.076,72.8777,1214.038793,city_only,19.076,72.8777
Murder,Low,16-07-2024,04:12,Tuesday,3,2023,Morning,Ahmedabad,Gujarat,East,Teen (13-19),26464,74,14.19,Medium,Female,ahmedabad,telangana,23.0225,72.5714,2005.325727,city_only,23.0225,72.5714
Robbery,Critical,21-02-2025,12:50,Friday,4,2024,Morning,Kolkata,West Bengal,Central,Teen (13-19),24235,84,3.17,Medium,Male,kolkata,karnataka,22.5726,88.3639,843.0300509,city_only,22.5726,88.3639
Burglary,High,19-02-2022,19:40,Monday,7,2022,Night,Delhi,Delhi,West,Teen (13-19),9591,63,16.59,Low,Female,delhi,maharashtra,28.6139,77.209,1276.376106,city_only,28.6139,77.209
Theft,High,03-03-2024,09:43,Sunday,6,2025,Afternoon,Hyderabad,Telangana,Central,Child (0-12),29044,35,16.36,High,Other,hyderabad,delhi,17.385,78.4867,2510.769879,city_only,17.385,78.4867
Murder,Critical,10-09-2023,12:43,Tuesday,8,2024,Morning,Jaipur,Rajasthan,East,Young Adult (20-35),14146,3,12.95,Medium,Male,jaipur,telangana,26.9124,75.7873,1340.000892,city_only,26.9124,75.7873
Domestic Violence,Low,28-05-2021,18:43,Monday,3,2024,Night,Kolkata,West Bengal,West,Teen (13-19),16045,9,5.9,Medium,Female,kolkata,karnataka,22.5726,88.3639,1923.09608,city_only,22.5726,88.3639
Robbery,High,30-03-2023,09:36,Monday,3,2025,Afternoon,Kolkata,West Bengal,North,Senior (56+),29451,80,14.3,High,Male,kolkata,rajasthan,22.5726,88.3639,1560.039193,city_only,22.5726,88.3639
Domestic Violence,High,24-10-2023,23:29,Saturday,7,2025,Night,Bangalore,Karnataka,South,Child (0-12),19687,42,2.24,High,Male,bangalore,delhi,12.9716,77.5946,2416.75659,city_only,12.9716,77.5946
Murder,Low,12-08-2022,15:29,Monday,2,2023,Night,Ahmedabad,Gujarat,East,Senior (56+),20582,36,2.09,Medium,Female,ahmedabad,karnataka,23.0225,72.5714,1052.586542,city_only,23.0225,72.5714
Cybercrime,High,23-03-2024,09:59,Tuesday,12,2023,Evening,Chennai,Tamil Nadu,West,Senior (56+),29614,51,6.51,High,Other,chennai,rajasthan,13.0827,80.2707,2614.874258,city_only,13.0827,80.2707
Robbery,Medium,16-04-2025,19:55,Monday,7,2025,Morning,Hyderabad,Telangana,Central,Child (0-12),11100,88,15.23,Low,Female,hyderabad,rajasthan,17.385,78.4867,2393.054299,city_only,17.385,78.4867
Burglary,Critical,12-10-2021,15:51,Wednesday,9,2024,Night,Mumbai,Maharashtra,South,Teen (13-19),10844,94,9.19,Medium,Other,mumbai,telangana,19.076,72.8777,1482.499689,city_only,19.076,72.8777
Fraud,Critical,01-10-2021,07:21,Monday,10,2022,Night,Mumbai,Maharashtra,North,Adult (36-55),14362,18,2.98,Medium,Female,mumbai,gujarat,19.076,72.8777,2446.482619,city_only,19.076,72.8777
Burglary,Critical,11-12-2022,05:02,Tuesday,1,2021,Night,Pune,Maharashtra,Central,Senior (56+),9121,22,5.71,Medium,Male,pune,rajasthan,18.5204,73.8567,2240.915583,city_only,18.5204,73.8567
Robbery,Low,13-08-2023,13:46,Thursday,8,2024,Evening,Kolkata,West Bengal,East,Adult (36-55),5758,27,2.05,Medium,Male,kolkata,uttar pradesh,22.5726,88.3639,507.9323803,city_only,22.5726,88.3639
Theft,Low,07-09-2021,11:38,Tuesday,2,2021,Afternoon,Bangalore,Karnataka,Central,Adult (36-55),16992,80,11.99,Medium,Male,bangalore,west bengal,12.9716,77.5946,1566.276622,city_only,12.9716,77.5946
Murder,Low,18-11-2022,19:05,Sunday,6,2021,Night,Mumbai,Maharashtra,South,Child (0-12),19250,42,17.71,Low,Female,mumbai,gujarat,19.076,72.8777,1199.690222,city_only,19.076,72.8777
Theft,High,25-08-2025,16:22,Thursday,12,2024,Morning,Pune,Maharashtra,East,Adult (36-55),28917,20,1.39,Low,Other,pune,uttar pradesh,18.5204,73.8567,1665.382286,city_only,18.5204,73.8567
Vandalism,Critical,15-03-2025,14:24,Wednesday,10,2021,Morning,Mumbai,Maharashtra,South,Teen (13-19),24959,42,12.51,Low,Other,mumbai,rajasthan,19.076,72.8777,1481.613008,city_only,19.076,72.8777
Murder,Critical,30-05-2022,23:38,Friday,8,2025,Night,Ahmedabad,Gujarat,South,Senior (56+),17948,48,10.43,Medium,Male,ahmedabad,gujarat,23.0225,72.5714,3.101488398,city_state,23.0225,72.5714
Robbery,Low,04-10-2021,08:54,Monday,3,2025,Evening,Delhi,Delhi,West,Young Adult (20-35),22005,46,3.41,Low,Other,delhi,rajasthan,28.6139,77.209,1197.454884,city_only,28.6139,77.209
Domestic Violence,Medium,19-01-2024,14:43,Sunday,5,2021,Afternoon,Jaipur,Rajasthan,East,Senior (56+),24839,32,13.71,Low,Other,jaipur,maharashtra,26.9124,75.7873,941.5665675,city_only,26.9124,75.7873
Vandalism,Medium,23-07-2025,19:26,Wednesday,11,2021,Morning,Pune,Maharashtra,West,Senior (56+),5365,90,19.38,Low,Male,pune,maharashtra,18.5204,73.8567,5.100167208,city_state,18.5204,73.8567
Cybercrime,Medium,01-08-2022,20:32,Sunday,6,2022,Morning,Lucknow,Uttar Pradesh,North,Young Adult (20-35),18917,98,3.31,High,Other,lucknow,gujarat,26.8467,80.9462,1389.577449,city_only,26.8467,80.9462
Theft,High,12-04-2022,08:50,Tuesday,3,2024,Morning,Bangalore,Karnataka,Central,Child (0-12),28987,85,16.43,Low,Other,bangalore,tamil nadu,12.9716,77.5946,1870.981615,city_only,12.9716,77.5946
Drug Offense,High,09-07-2023,12:38,Wednesday,8,2024,Afternoon,Kolkata,West Bengal,South,Young Adult (20-35),27465,3,0.99,High,Male,kolkata,west bengal,22.5726,88.3639,3.721625987,city_state,22.5726,88.3639
Domestic Violence,Critical,13-11-2024,21:52,Tuesday,4,2021,Morning,Hyderabad,Telangana,South,Adult (36-55),19068,26,16.16,High,Male,hyderabad,maharashtra,17.385,78.4867,950.6161547,city_only,17.385,78.4867
Robbery,High,22-08-2024,03:26,Friday,1,2022,Morning,Ahmedabad,Gujarat,Central,Adult (36-55),22488,80,8.83,Low,Male,ahmedabad,maharashtra,23.0225,72.5714,1622.845025,city_only,23.0225,72.5714
Vandalism,Low,31-01-2021,08:20,Thursday,12,2023,Afternoon,Bangalore,Karnataka,East,Young Adult (20-35),25658,60,17.7,Medium,Other,bangalore,maharashtra,12.9716,77.5946,831.6097267,city_only,12.9716,77.5946
Domestic Violence,Low,17-01-2023,23:02,Saturday,4,2023,Evening,Lucknow,Uttar Pradesh,South,Child (0-12),26996,0,1.3,Medium,Other,lucknow,gujarat,26.8467,80.9462,1632.045833,city_only,26.8467,80.9462
Theft,Medium,22-11-2022,01:38,Thursday,1,2023,Morning,Ahmedabad,Gujarat,East,Child (0-12),14305,12,12.35,Low,Male,ahmedabad,delhi,23.0225,72.5714,1378.038876,city_only,23.0225,72.5714
Vandalism,Low,19-10-2021,07:33,Saturday,11,2025,Afternoon,Hyderabad,Telangana,Central,Teen (13-19),19902,62,11.27,Low,Male,hyderabad,tamil nadu,17.385,78.4867,740.9727264,city_only,17.385,78.4867
Burglary,Critical,18-05-2025,16:33,Saturday,11,2024,Evening,Hyderabad,Telangana,East,Young Adult (20-35),9057,51,15.92,Low,Other,hyderabad,uttar pradesh,17.385,78.4867,853.5289657,city_only,17.385,78.4867
Fraud,Low,08-12-2024,10:19,Thursday,4,2021,Morning,Mumbai,Maharashtra,West,Teen (13-19),15200,81,1.79,Low,Other,mumbai,maharashtra,19.076,72.8777,5.454608456,city_state,19.076,72.8777
Assault,Low,03-12-2022,05:03,Sunday,2,2023,Morning,Bangalore,Karnataka,North,Young Adult (20-35),22248,77,19.52,High,Female,bangalore,telangana,12.9716,77.5946,1029.54254,city_only,12.9716,77.5946
Burglary,High,25-06-2022,08:53,Monday,9,2024,Night,Bangalore,Karnataka,West,Adult (36-55),23437,49,9.01,Medium,Male,bangalore,west bengal,12.9716,77.5946,768.2976105,city_only,12.9716,77.5946
Domestic Violence,Critical,19-02-2024,05:27,Monday,11,2023,Night,Chennai,Tamil Nadu,North,Teen (13-19),28152,21,14.03,Medium,Female,chennai,karnataka,13.0827,80.2707,926.3378721,city_only,13.0827,80.2707
Assault,Critical,16-02-2022,15:53,Saturday,12,2025,Night,Mumbai,Maharashtra,Central,Adult (36-55),21334,1,10.9,Medium,Male,mumbai,telangana,19.076,72.8777,2895.632917,city_only,19.076,72.8777
Murder,Critical,30-06-2021,07:27,Monday,1,2024,Night,Hyderabad,Telangana,East,Senior (56+),19992,79,1.3,Low,Other,hyderabad,uttar pradesh,17.385,78.4867,1575.623748,city_only,17.385,78.4867
Assault,High,13-05-2022,15:23,Wednesday,8,2025,Afternoon,Jaipur,Rajasthan,West,Young Adult (20-35),17362,18,10.46,Low,Female,jaipur,gujarat,26.9124,75.7873,2897.364126,city_only,26.9124,75.7873
Burglary,High,12-02-2024,09:17,Tuesday,8,2021,Morning,Chennai,Tamil Nadu,South,Young Adult (20-35),19606,20,5.99,High,Male,chennai,gujarat,13.0827,80.2707,901.9858522,city_only,13.0827,80.2707
Robbery,Critical,28-07-2022,06:55,Saturday,5,2025,Night,Hyderabad,Telangana,East,Senior (56+),10017,80,13.06,Low,Other,hyderabad,telangana,17.385,78.4867,5.319360985,city_state,17.385,78.4867
Burglary,Medium,19-12-2024,07:58,Friday,11,2023,Evening,Chennai,Tamil Nadu,East,Senior (56+),13281,55,3.72,High,Male,chennai,maharashtra,13.0827,80.2707,1228.483939,city_only,13.0827,80.2707
Burglary,Low,30-12-2023,13:00,Saturday,8,2023,Morning,Jaipur,Rajasthan,South,Child (0-12),17320,89,13.45,Low,Other,jaipur,maharashtra,26.9124,75.7873,1725.012381,city_only,26.9124,75.7873
Burglary,Critical,23-05-2023,19:26,Saturday,2,2025,Evening,Kolkata,West Bengal,East,Senior (56+),28797,30,13.9,Low,Male,kolkata,telangana,22.5726,88.3639,1365.906241,city_only,22.5726,88.3639
Robbery,Medium,05-05-2022,10:05,Wednesday,12,2025,Evening,Mumbai,Maharashtra,East,Adult (36-55),12073,52,10.65,High,Male,mumbai,maharashtra,19.076,72.8777,3.825162291,city_state,19.076,72.8777
Domestic Violence,High,25-09-2022,16:52,Tuesday,1,2021,Night,Lucknow,Uttar Pradesh,East,Young Adult (20-35),21479,36,3.31,Medium,Male,lucknow,west bengal,26.8467,80.9462,369.2556645,city_only,26.8467,80.9462
Robbery,Critical,13-06-2022,01:32,Saturday,8,2023,Afternoon,Delhi,Delhi,Central,Young Adult (20-35),27638,97,1.27,Low,Male,delhi,delhi,28.6139,77.209,2.44316048,city_state,28.6139,77.209
Domestic Violence,Low,20-07-2025,16:28,Monday,6,2025,Night,Bangalore,Karnataka,Central,Senior (56+),18677,56,4.18,High,Male,bangalore,maharashtra,12.9716,77.5946,2372.052017,city_only,12.9716,77.5946
Assault,Medium,09-08-2025,16:04,Friday,8,2024,Night,Hyderabad,Telangana,East,Young Adult (20-35),21680,61,1.2,High,Male,hyderabad,tamil nadu,17.385,78.4867,1509.366263,city_only,17.385,78.4867
Vandalism,Low,11-12-2021,14:17,Friday,11,2021,Morning,Lucknow,Uttar Pradesh,North,Child (0-12),6335,25,5.18,High,Male,lucknow,gujarat,26.8467,80.9462,1812.10759,city_only,26.8467,80.9462
Murder,Low,05-09-2024,18:56,Friday,5,2025,Night,Hyderabad,Telangana,North,Adult (36-55),16907,1,1.6,High,Other,hyderabad,tamil nadu,17.385,78.4867,1958.634054,city_only,17.385,78.4867
Burglary,Low,14-12-2024,18:59,Saturday,8,2021,Afternoon,Kolkata,West Bengal,East,Adult (36-55),6956,65,16.31,High,Other,kolkata,rajasthan,22.5726,88.3639,869.6355184,city_only,22.5726,88.3639
Cybercrime,Medium,04-10-2021,14:37,Friday,11,2024,Evening,Hyderabad,Telangana,West,Child (0-12),22559,95,2.74,High,Female,hyderabad,tamil nadu,17.385,78.4867,1077.238626,city_only,17.385,78.4867
Theft,Medium,07-02-2022,03:35,Monday,1,2022,Morning,Kolkata,West Bengal,West,Teen (13-19),5373,21,16.55,Medium,Female,kolkata,rajasthan,22.5726,88.3639,1477.993646,city_only,22.5726,88.3639
Theft,Medium,23-04-2024,15:43,Thursday,2,2021,Night,Hyderabad,Telangana,South,Teen (13-19),17034,63,14.92,High,Other,hyderabad,west bengal,17.385,78.4867,1202.654511,city_only,17.385,78.4867
Theft,Medium,01-02-2023,23:41,Monday,8,2021,Afternoon,Delhi,Delhi,East,Teen (13-19),19938,25,17.37,Medium,Male,delhi,karnataka,28.6139,77.209,833.4331463,city_only,28.6139,77.209
Robbery,Low,06-09-2025,03:53,Saturday,6,2024,Evening,Lucknow,Uttar Pradesh,East,Teen (13-19),12321,35,2.38,High,Other,lucknow,delhi,26.8467,80.9462,1010.608841,city_only,26.8467,80.9462
Domestic Violence,High,06-07-2025,09:41,Wednesday,3,2022,Morning,Kolkata,West Bengal,Central,Adult (36-55),12955,27,9.26,Medium,Female,kolkata,karnataka,22.5726,88.3639,57.32654773,city_only,22.5726,88.3639
Fraud,High,18-09-2024,10:41,Tuesday,2,2023,Morning,Bangalore,Karnataka,Central,Senior (56+),12799,13,0.63,Medium,Female,bangalore,karnataka,12.9716,77.5946,1753.17284,city_state,12.9716,77.5946
Drug Offense,Low,06-04-2021,05:45,Saturday,4,2022,Evening,Lucknow,Uttar Pradesh,East,Child (0-12),9834,97,3.72,High,Other,lucknow,rajasthan,26.8467,80.9462,1531.314871,city_only,26.8467,80.9462
Theft,Critical,24-02-2025,01:31,Saturday,2,2024,Evening,Ahmedabad,Gujarat,South,Senior (56+),12692,78,6.09,Medium,Female,ahmedabad,rajasthan,23.0225,72.5714,821.7910206,city_only,23.0225,72.5714
Robbery,High,09-02-2025,04:05,Sunday,2,2021,Morning,Pune,Maharashtra,Central,Senior (56+),18892,50,8.67,Medium,Male,pune,uttar pradesh,18.5204,73.8567,1461.495484,city_only,18.5204,73.8567
Robbery,Medium,30-09-2023,20:09,Saturday,4,2022,Night,Pune,Maharashtra,West,Young Adult (20-35),8844,85,14.23,Low,Male,pune,rajasthan,18.5204,73.8567,1307.073917,city_only,18.5204,73.8567
Burglary,Medium,14-11-2021,14:45,Friday,8,2025,Night,Kolkata,West Bengal,South,Adult (36-55),17856,75,0.18,High,Male,kolkata,uttar pradesh,22.5726,88.3639,1439.951396,city_only,22.5726,88.3639
Vandalism,High,12-05-2023,07:28,Monday,2,2022,Night,Mumbai,Maharashtra,North,Child (0-12),12273,43,14.79,Low,Female,mumbai,telangana,19.076,72.8777,299.774374,city_only,19.076,72.8777
Cybercrime,Critical,12-04-2025,07:18,Saturday,6,2024,Evening,Chennai,Tamil Nadu,South,Child (0-12),8378,56,15.16,High,Other,chennai,tamil nadu,13.0827,80.2707,2.873590779,city_state,13.0827,80.2707
Theft,Medium,21-08-2023,19:10,Friday,4,2025,Morning,Ahmedabad,Gujarat,East,Adult (36-55),16891,72,14.55,High,Male,ahmedabad,maharashtra,23.0225,72.5714,655.1417266,city_only,23.0225,72.5714
